23-05-16 0:00;08-06-16 0:00;8;138;0;0;0
14-04-16 0:00;08-06-16 0:00;10;139;0;0;0
20-05-16 0:00;08-06-16 0:00;6;149;0;0;0
24-05-16 0:00;08-06-16 0:00;19;141;0;0;0
06-06-16 0:00;08-06-16 0:00;1;147;0;1;0
01-06-16 0:00;08-06-16 0:00;15;137;0;0;0
28-05-16 0:00;08-06-16 0:00;3;143;0;0;0
08-05-16 0:00;08-06-16 0:00;19;135;0;0;0
27-04-16 0:00;08-06-16 0:00;21;146;0;1;0
16-04-16 0:00;08-06-16 0:00;24;145;0;0;0
03-06-16 0:00;08-06-16 0:00;22;147;0;0;2
19-04-16 0:00;08-06-16 0:00;13;141;0;1;1
07-05-16 0:00;08-06-16 0:00;20;144;0;1;1
03-06-16 0:00;08-06-16 0:00;4;139;0;0;0
25-05-16 0:00;08-06-16 0:00;2;135;0;0;2
10-04-16 0:00;08-06-16 0:00;18;149;0;0;0
02-05-16 0:00;09-06-16 0:00;29;144;0;0;0
18-05-16 0:00;09-06-16 0:00;1;143;0;0;0
29-04-16 0:00;09-06-16 0:00;1;147;0;0;1
20-05-16 0:00;09-06-16 0:00;1;143;0;0;0
19-04-16 0:00;09-06-16 0:00;1;135;0;0;1
02-06-16 0:00;09-06-16 0:00;1;145;0;0;0
30-04-16 0:00;09-06-16 0:00;1;139;0;0;1
15-05-16 0:00;09-06-16 0:00;1;148;0;0;2
19-05-16 0:00;09-06-16 0:00;1;137;0;0;0
01-06-16 0:00;09-06-16 0:00;1;139;0;0;0
05-05-16 0:00;09-06-16 0:00;1;137;0;0;0
09-05-16 0:00;11-06-16 0:00;27;139;0;0;1
06-05-16 0:00;11-06-16 0:00;24;148;0;0;0
16-05-16 0:00;12-06-16 0:00;30;144;0;0;0
23-05-16 0:00;12-06-16 0:00;2;147;0;1;0
13-05-16 0:00;12-06-16 0:00;2;145;0;0;0
24-05-16 0:00;12-06-16 0:00;2;148;0;0;0
25-04-16 0:00;12-06-16 0:00;2;136;0;0;0
07-05-16 0:00;12-06-16 0:00;1;141;0;1;0
18-04-16 0:00;12-06-16 0:00;1;141;0;0;1
06-05-16 0:00;12-06-16 0:00;1;141;0;0;0
13-05-16 0:00;13-06-16 0:00;1;136;0;0;0
07-06-16 0:00;15-06-16 0:00;22;145;0;1;0
15-06-16 0:00;15-06-16 0:00;1;141;0;0;0
03-05-16 0:00;15-06-16 0:00;1;140;0;1;0
10-05-16 0:00;15-06-16 0:00;1;147;0;0;2
30-04-16 0:00;15-06-16 0:00;1;143;0;0;0
09-05-16 0:00;15-06-16 0:00;1;137;0;0;0
30-05-16 0:00;15-06-16 0:00;1;146;0;0;0
31-05-16 0:00;15-06-16 0:00;1;135;0;0;0
31-05-16 0:00;15-06-16 0:00;1;141;0;0;0
26-05-16 0:00;17-06-16 0:00;25;148;0;0;0
28-05-16 0:00;17-06-16 0:00;6;142;0;0;0
06-05-16 0:00;17-06-16 0:00;5;140;0;0;0
26-05-16 0:00;17-06-16 0:00;1;149;0;0;0
31-05-16 0:00;17-06-16 0:00;3;143;0;0;0
11-06-16 0:00;17-06-16 0:00;1;136;0;0;2
06-06-16 0:00;17-06-16 0:00;1;142;0;0;0
08-05-16 0:00;19-06-16 0:00;1;145;0;0;0
19-06-16 0:00;19-06-16 0:00;1;148;0;0;1
10-06-16 0:00;19-06-16 0:00;1;142;0;0;0
05-05-16 0:00;21-06-16 0:00;2;140;0;1;0
28-04-16 0:00;22-06-16 0:00;9;136;0;0;1
31-05-16 0:00;22-06-16 0:00;9;136;0;0;1
26-04-16 0:00;22-06-16 0:00;1;145;0;0;0
07-06-16 0:00;22-06-16 0:00;1;141;0;0;0
11-06-16 0:00;22-06-16 0:00;1;144;0;0;0
05-05-16 0:00;22-06-16 0:00;1;143;0;0;0
02-05-16 0:00;22-06-16 0:00;1;146;0;0;0
13-06-16 0:00;24-06-16 0:00;25;146;0;0;0
09-05-16 0:00;24-06-16 0:00;2;149;0;0;0
28-04-16 0:00;24-06-16 0:00;17;140;0;0;2
06-06-16 0:00;24-06-16 0:00;19;146;0;0;0
22-06-16 0:00;24-06-16 0:00;7;145;0;0;0
12-05-16 0:00;24-06-16 0:00;1;148;0;0;0
11-06-16 0:00;24-06-16 0:00;1;143;0;0;0
22-05-16 0:00;24-06-16 0:00;1;135;0;0;0
14-05-16 0:00;26-06-16 0:00;18;135;0;1;1
01-06-16 0:00;26-06-16 0:00;27;142;0;0;0
09-05-16 0:00;26-06-16 0:00;30;136;0;0;2
01-05-16 0:00;26-06-16 0:00;2;136;0;1;0
29-05-16 0:00;26-06-16 0:00;2;137;0;1;1
04-05-16 0:00;26-06-16 0:00;2;147;0;0;0
24-05-16 0:00;26-06-16 0:00;2;143;0;0;0
03-06-16 0:00;26-06-16 0:00;2;142;0;0;0
30-05-16 0:00;27-06-16 0:00;1;140;0;0;0
13-06-16 0:00;27-06-16 0:00;1;145;0;0;0
17-05-16 0:00;27-06-16 0:00;1;139;0;0;0
01-06-16 0:00;27-06-16 0:00;1;136;0;1;0
19-06-16 0:00;29-06-16 0:00;3;141;0;0;0
28-05-16 0:00;29-06-16 0:00;24;139;0;0;0
23-05-16 0:00;29-06-16 0:00;1;137;0;0;0
31-05-16 0:00;29-06-16 0:00;1;141;0;0;0
28-05-16 0:00;29-06-16 0:00;1;145;0;0;0
02-06-16 0:00;02-07-16 0:00;26;140;0;0;0
31-05-16 0:00;02-07-16 0:00;12;136;0;0;0
27-06-16 0:00;02-07-16 0:00;19;143;0;0;2
21-06-16 0:00;02-07-16 0:00;7;138;0;0;0
28-05-16 0:00;02-07-16 0:00;5;139;0;0;0
10-06-16 0:00;02-07-16 0:00;2;139;0;0;0
04-05-16 0:00;02-07-16 0:00;2;138;0;0;0
19-06-16 0:00;02-07-16 0:00;1;137;0;0;0
31-05-16 0:00;02-07-16 0:00;1;149;0;1;1
26-05-16 0:00;02-07-16 0:00;1;142;0;0;0
21-06-16 0:00;04-07-16 0:00;3;135;0;1;0
13-05-16 0:00;04-07-16 0:00;1;142;0;0;0
06-05-16 0:00;04-07-16 0:00;1;142;0;0;0
09-06-16 0:00;04-07-16 0:00;1;136;0;0;0
13-06-16 0:00;06-07-16 0:00;1;139;0;0;0
04-06-16 0:00;06-07-16 0:00;1;141;0;0;0
10-05-16 0:00;06-07-16 0:00;1;137;0;0;0
12-06-16 0:00;06-07-16 0:00;1;138;0;0;2
03-07-16 0:00;06-07-16 0:00;1;141;0;0;1
20-05-16 0:00;06-07-16 0:00;1;148;0;0;0
04-07-16 0:00;06-07-16 0:00;1;148;0;0;0
10-06-16 0:00;08-07-16 0:00;18;144;0;0;0
24-06-16 0:00;08-07-16 0:00;22;149;0;0;0
25-06-16 0:00;08-07-16 0:00;17;145;0;0;0
17-06-16 0:00;08-07-16 0:00;1;138;0;0;0
05-06-16 0:00;08-07-16 0:00;1;137;0;0;0
29-05-16 0:00;08-07-16 0:00;1;144;0;0;0
05-06-16 0:00;08-07-16 0:00;1;137;0;0;2
21-06-16 0:00;08-07-16 0:00;1;143;0;0;0
10-06-16 0:00;10-07-16 0:00;16;140;0;1;0
17-05-16 0:00;10-07-16 0:00;4;147;0;0;0
08-07-16 0:00;10-07-16 0:00;9;146;0;0;0
25-06-16 0:00;10-07-16 0:00;22;149;0;0;1
16-06-16 0:00;10-07-16 0:00;1;137;0;1;0
05-06-16 0:00;10-07-16 0:00;3;137;0;0;0
30-05-16 0:00;10-07-16 0:00;13;144;0;0;0
12-06-16 0:00;10-07-16 0:00;10;137;0;1;1
30-05-16 0:00;10-07-16 0:00;19;143;0;0;2
07-06-16 0:00;10-07-16 0:00;4;147;0;0;0
20-06-16 0:00;11-07-16 0:00;1;147;0;1;0
12-06-16 0:00;13-07-16 0:00;27;142;0;0;2
11-07-16 0:00;13-07-16 0:00;1;139;0;0;1
26-05-16 0:00;13-07-16 0:00;1;140;0;0;0
18-05-16 0:00;13-07-16 0:00;1;148;0;0;0
21-05-16 0:00;13-07-16 0:00;1;140;0;1;0
16-05-16 0:00;13-07-16 0:00;1;141;0;0;0
08-06-16 0:00;13-07-16 0:00;1;138;0;0;0
12-07-16 0:00;13-07-16 0:00;1;143;0;0;0
05-07-16 0:00;15-07-16 0:00;28;142;0;0;2
14-07-16 0:00;15-07-16 0:00;2;143;0;0;0
22-05-16 0:00;15-07-16 0:00;2;135;0;1;1
03-06-16 0:00;15-07-16 0:00;1;135;0;0;0
30-06-16 0:00;15-07-16 0:00;1;146;0;0;0
14-06-16 0:00;15-07-16 0:00;1;145;0;0;0
17-05-16 0:00;15-07-16 0:00;2;139;0;0;0
08-07-16 0:00;16-07-16 0:00;1;135;0;0;0
12-07-16 0:00;16-07-16 0:00;1;149;0;0;0
22-06-16 0:00;16-07-16 0:00;1;146;0;0;0
04-06-16 0:00;16-07-16 0:00;1;145;0;1;1
29-05-16 0:00;16-07-16 0:00;1;137;0;0;2
22-06-16 0:00;16-07-16 0:00;1;140;0;0;0
23-06-16 0:00;16-07-16 0:00;1;140;0;0;1
25-05-16 0:00;16-07-16 0:00;1;145;0;0;0
29-05-16 0:00;16-07-16 0:00;1;143;0;1;0
25-06-16 0:00;16-07-16 0:00;1;136;0;0;2
18-06-16 0:00;16-07-16 0:00;1;141;0;0;0
02-07-16 0:00;18-07-16 0:00;1;142;0;1;1
04-06-16 0:00;18-07-16 0:00;12;136;0;0;1
13-06-16 0:00;18-07-16 0:00;16;141;0;1;0
03-06-16 0:00;19-07-16 0:00;7;139;0;0;0
01-07-16 0:00;19-07-16 0:00;25;142;0;0;2
10-07-16 0:00;19-07-16 0:00;24;135;0;1;1
15-06-16 0:00;19-07-16 0:00;3;146;0;0;0
17-06-16 0:00;19-07-16 0:00;2;146;0;0;0
11-07-16 0:00;20-07-16 0:00;5;140;0;0;2
22-06-16 0:00;20-07-16 0:00;1;136;0;0;0
10-06-16 0:00;20-07-16 0:00;1;138;0;0;0
11-07-16 0:00;20-07-16 0:00;1;142;0;1;0
22-05-16 0:00;20-07-16 0:00;1;148;0;1;0
04-07-16 0:00;23-07-16 0:00;22;145;0;0;0
08-07-16 0:00;23-07-16 0:00;30;147;0;1;0
05-06-16 0:00;23-07-16 0:00;3;139;0;1;1
22-06-16 0:00;23-07-16 0:00;25;147;0;0;0
12-07-16 0:00;23-07-16 0:00;6;135;0;0;0
15-07-16 0:00;23-07-16 0:00;30;140;0;0;0
08-07-16 0:00;23-07-16 0:00;19;148;0;0;0
11-07-16 0:00;23-07-16 0:00;8;136;0;0;0
27-05-16 0:00;23-07-16 0:00;24;149;0;0;0
24-06-16 0:00;23-07-16 0:00;2;143;0;0;0
03-06-16 0:00;23-07-16 0:00;1;146;0;0;0
23-06-16 0:00;23-07-16 0:00;1;144;0;1;0
13-07-16 0:00;23-07-16 0:00;1;138;0;0;0
26-05-16 0:00;24-07-16 0:00;1;146;0;0;0
26-06-16 0:00;27-07-16 0:00;1;138;0;0;0
18-06-16 0:00;27-07-16 0:00;1;147;0;0;0
21-07-16 0:00;27-07-16 0:00;1;141;0;0;0
03-06-16 0:00;29-07-16 0:00;11;147;0;0;0
06-07-16 0:00;29-07-16 0:00;24;147;0;0;0
30-06-16 0:00;29-07-16 0:00;21;138;0;1;1
30-06-16 0:00;29-07-16 0:00;29;147;0;0;0
02-06-16 0:00;29-07-16 0:00;2;142;0;0;0
17-07-16 0:00;29-07-16 0:00;21;141;0;1;0
16-07-16 0:00;29-07-16 0:00;27;137;0;0;0
14-07-16 0:00;30-07-16 0:00;8;145;0;0;1
02-07-16 0:00;30-07-16 0:00;2;149;0;0;2
15-06-16 0:00;30-07-16 0:00;7;135;0;0;0
25-06-16 0:00;31-07-16 0:00;5;145;0;1;0
07-06-16 0:00;31-07-16 0:00;1;140;0;0;0
22-07-16 0:00;31-07-16 0:00;1;135;0;1;0
01-07-16 0:00;02-08-16 0:00;18;140;0;0;1
13-06-16 0:00;02-08-16 0:00;2;146;0;0;0
15-07-16 0:00;02-08-16 0:00;2;135;0;0;0
26-06-16 0:00;02-08-16 0:00;2;138;0;0;0
19-06-16 0:00;02-08-16 0:00;1;149;0;1;0
06-07-16 0:00;02-08-16 0:00;1;145;0;0;0
18-06-16 0:00;06-08-16 0:00;1;136;0;0;1
02-07-16 0:00;06-08-16 0:00;27;136;0;0;1
18-07-16 0:00;06-08-16 0:00;13;147;0;1;0
15-06-16 0:00;07-08-16 0:00;9;136;0;0;0
09-07-16 0:00;07-08-16 0:00;2;145;0;0;0
20-07-16 0:00;07-08-16 0:00;2;145;0;0;0
31-07-16 0:00;07-08-16 0:00;1;149;0;0;0
27-06-16 0:00;07-08-16 0:00;1;148;0;0;0
25-06-16 0:00;10-08-16 0:00;17;141;0;0;0
23-07-16 0:00;10-08-16 0:00;16;137;0;0;1
09-07-16 0:00;10-08-16 0:00;1;138;0;0;0
08-07-16 0:00;10-08-16 0:00;1;143;0;0;0
20-07-16 0:00;10-08-16 0:00;1;149;0;1;0
08-07-16 0:00;10-08-16 0:00;1;139;0;1;0
25-07-16 0:00;12-08-16 0:00;10;139;0;0;0
24-07-16 0:00;12-08-16 0:00;19;149;0;0;0
19-06-16 0:00;12-08-16 0:00;7;139;0;0;0
05-08-16 0:00;12-08-16 0:00;22;138;0;0;0
28-07-16 0:00;12-08-16 0:00;28;137;0;0;0
06-07-16 0:00;12-08-16 0:00;7;142;0;0;2
15-07-16 0:00;12-08-16 0:00;28;146;0;1;1
02-07-16 0:00;12-08-16 0:00;20;147;0;0;1
11-07-16 0:00;12-08-16 0:00;2;139;0;0;0
24-07-16 0:00;13-08-16 0:00;1;141;0;0;0
12-08-16 0:00;15-08-16 0:00;25;147;0;0;0
17-06-16 0:00;15-08-16 0:00;27;136;0;1;0
12-08-16 0:00;16-08-16 0:00;24;136;0;0;1
13-08-16 0:00;16-08-16 0:00;9;143;0;0;0
02-08-16 0:00;17-08-16 0:00;1;149;0;0;0
19-07-16 0:00;17-08-16 0:00;1;137;0;0;0
16-07-16 0:00;17-08-16 0:00;1;147;0;0;0
20-07-16 0:00;19-08-16 0:00;25;141;0;0;0
01-08-16 0:00;19-08-16 0:00;29;145;0;0;0
05-08-16 0:00;20-08-16 0:00;29;141;0;1;0
08-08-16 0:00;20-08-16 0:00;3;145;0;0;0
13-07-16 0:00;20-08-16 0:00;2;137;0;0;2
30-06-16 0:00;20-08-16 0:00;2;138;0;0;2
09-07-16 0:00;20-08-16 0:00;3;142;0;0;0
02-08-16 0:00;24-08-16 0:00;16;143;0;0;0
25-07-16 0:00;24-08-16 0:00;30;141;0;0;0
02-08-16 0:00;25-08-16 0:00;13;135;0;0;1
16-07-16 0:00;25-08-16 0:00;30;144;0;0;2
19-08-16 0:00;25-08-16 0:00;3;140;0;0;0
24-07-16 0:00;25-08-16 0:00;3;141;0;0;1
17-07-16 0:00;25-08-16 0:00;20;140;0;0;1
19-08-16 0:00;25-08-16 0:00;3;148;0;0;0
13-07-16 0:00;25-08-16 0:00;10;146;0;0;1
13-08-16 0:00;25-08-16 0:00;10;141;0;0;1
17-08-16 0:00;25-08-16 0:00;6;137;0;1;0
13-08-16 0:00;25-08-16 0:00;3;141;0;0;0
29-06-16 0:00;25-08-16 0:00;1;135;0;0;0
07-08-16 0:00;27-08-16 0:00;1;138;0;0;0
15-07-16 0:00;27-08-16 0:00;1;143;0;0;0
22-07-16 0:00;29-08-16 0:00;30;146;0;0;0
27-07-16 0:00;29-08-16 0:00;1;149;0;0;0
21-08-16 0:00;01-09-16 0:00;2;149;0;0;2
14-07-16 0:00;01-09-16 0:00;28;139;0;0;0
04-08-16 0:00;01-09-16 0:00;2;147;0;0;0
08-07-16 0:00;01-09-16 0:00;2;146;0;0;2
29-07-16 0:00;01-09-16 0:00;2;146;0;0;0
15-07-16 0:00;01-09-16 0:00;2;148;0;0;2
20-08-16 0:00;01-09-16 0:00;1;136;0;0;0
25-08-16 0:00;01-09-16 0:00;2;141;0;0;0
11-08-16 0:00;05-09-16 0:00;3;136;0;0;0
19-08-16 0:00;05-09-16 0:00;1;135;0;0;2
08-08-16 0:00;05-09-16 0:00;3;139;0;0;0
18-08-16 0:00;05-09-16 0:00;1;145;0;0;0
18-08-16 0:00;05-09-16 0:00;2;145;0;0;2
11-08-16 0:00;05-09-16 0:00;1;139;0;0;2
19-08-16 0:00;05-09-16 0:00;1;138;0;0;0
24-07-16 0:00;05-09-16 0:00;2;140;0;0;0
08-08-16 0:00;05-09-16 0:00;3;141;0;0;0
15-07-16 0:00;05-09-16 0:00;3;142;0;0;0
19-07-16 0:00;05-09-16 0:00;1;149;0;0;0
01-09-16 0:00;07-09-16 0:00;1;142;0;0;0
19-08-16 0:00;07-09-16 0:00;1;144;0;0;1
25-08-16 0:00;07-09-16 0:00;1;149;0;0;0
01-08-16 0:00;07-09-16 0:00;1;149;0;1;1
